Intervalo de Datas: 01/02/2020 00:00:00 a 29/02/2020 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4932 - Av. Assis Brasil 8292 - B/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR2EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR2FP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR2GP,Faixa 3 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
00:00:00 - 00:59:59,333.98,373.31,382.32,161.99,215.32,244.48,265.64,352.81,392.32,282.33,187.66,182.49,220.99,252.47,315.98,430.32,334.32,190.32,196.32,232.31,229.29,259.66,238.15,208.99,245.98,416.64,233.15,203.30,321.49,"7,904.33"
01:00:00 - 01:59:59,197.99,276.31,167.66,99.82,116.33,122.66,155.16,200.49,276.16,172.98,113.50,124.50,107.66,142.16,237.82,260.32,159.99,94.33,111.50,141.66,130.15,170.33,133.83,113.32,172.99,229.99,127.49,91.16,204.49,"4,652.75"
02:00:00 - 02:59:59,136.66,197.15,95.50,63.83,66.49,94.50,97.50,147.66,200.83,72.16,58.83,55.33,77.16,82.15,150.66,187.83,83.16,67.00,62.33,68.83,77.30,95.50,95.33,83.66,112.50,131.00,65.66,74.50,148.83,"2,949.84"
03:00:00 - 03:59:59,76.50,150.49,57.99,66.16,40.66,44.50,87.33,113.99,136.66,52.50,46.66,53.33,48.33,70.00,103.32,138.33,67.66,47.33,58.83,45.50,69.83,94.33,89.33,66.16,76.33,112.83,49.50,42.83,123.33,"2,230.54"
04:00:00 - 04:59:59,158.83,143.50,123.82,101.83,108.83,91.33,146.50,104.50,134.33,118.83,113.50,127.16,121.66,124.32,137.65,113.83,123.33,105.83,122.49,102.82,135.50,112.66,59.66,85.83,102.33,147.83,94.00,132.50,116.33,"3,411.53"
05:00:00 - 05:59:59,267.81,165.49,510.64,424.95,383.81,430.62,415.48,255.32,184.33,448.47,412.13,400.96,407.28,437.45,291.15,172.16,409.63,407.98,418.30,404.32,421.14,238.33,119.81,232.83,180.47,512.63,400.80,426.45,243.31,"10,024.05"
06:00:00 - 06:59:59,669.74,339.96,"1,570.11","1,384.77","1,453.56","1,380.45","1,399.09",721.09,326.81,"1,542.48","1,431.58","1,409.32","1,441.96","1,416.29",715.07,338.80,"1,642.48","1,461.66","1,459.97","1,419.61","1,448.60",584.78,285.13,674.26,490.77,"1,584.99","1,467.96","1,457.10",654.75,"32,173.14"
07:00:00 - 07:59:59,950.71,337.32,"2,425.97","2,420.31","2,277.96","2,413.65","2,342.72",977.84,282.65,"1,501.66","2,413.50","2,374.01","2,360.96","2,482.15","1,011.05",395.31,"2,555.18","2,425.97","2,239.14","2,469.19","2,422.21",792.25,231.14,823.54,450.15,"2,428.39","2,225.26","2,391.56",936.16,"49,357.91"
08:00:00 - 08:59:59,"1,069.20",406.46,"2,573.22","2,198.57","2,379.39","2,323.24","2,235.22","1,165.88",385.14,"1,402.42","2,275.08","2,415.71","2,301.73","2,277.88","1,161.73",492.28,"2,490.51","2,221.73","2,401.05","2,246.12","2,306.06",831.92,292.48,735.45,461.80,"1,786.26","2,237.90","2,148.75","1,265.74","48,488.92"
09:00:00 - 09:59:59,"1,138.38",587.98,"1,893.19","1,747.66","1,799.45","1,894.35","1,769.42","1,146.07",524.63,"1,815.50","1,872.13","1,753.01","1,737.02","1,823.46","2,323.68",560.29,"1,990.05","1,790.15","1,844.97","2,012.31","1,713.18",857.43,381.46,697.10,565.79,"1,591.18","1,746.02","1,640.15","1,263.50","42,479.51"
10:00:00 - 10:59:59,"1,231.34",724.77,"1,732.52","1,574.81","1,525.50","1,574.50","1,642.15","1,248.55",789.78,"2,508.27","1,616.84","1,662.31","1,615.66","1,653.17","1,315.03",783.61,"1,674.35","1,637.99","1,647.35","1,613.38","1,551.85","1,018.57",483.96,761.77,832.44,"1,653.87","1,618.23","1,499.24","1,300.39","40,492.20"
11:00:00 - 11:59:59,"1,331.17",995.25,"1,747.99","1,664.38","1,505.52","1,553.05","1,605.50","1,246.53","1,095.71","1,676.98","1,658.49","1,586.68","1,501.66","1,622.35","1,362.84","1,010.42","1,733.54","1,510.82","1,513.37","1,529.69","1,637.19",996.37,658.58,814.10,956.08,"1,778.50","1,516.39","1,557.88","1,344.53","40,711.56"
12:00:00 - 12:59:59,"1,172.05",935.61,"1,514.86","1,375.69","1,379.01","1,461.02","1,390.36","1,202.75","1,149.77","1,622.05","1,439.71","1,408.73","1,422.25","1,429.02","1,239.71",898.44,"1,521.35","1,405.39","1,461.71","1,486.51","1,431.87",966.40,599.28,825.45,"1,067.58","1,620.87","1,451.71","1,435.73","1,346.66","37,661.54"
13:00:00 - 13:59:59,"1,126.06",836.12,"1,529.65","1,389.87","1,471.67","1,419.19","1,446.33","1,070.20",923.27,"1,642.65","1,396.16","1,474.01","1,408.48","1,546.45","1,189.18",859.92,"1,502.67","1,417.07","1,605.85","1,592.80","1,455.99",841.43,506.64,741.95,"1,143.77","1,717.84","1,575.36","1,497.67","1,302.18","37,630.43"
14:00:00 - 14:59:59,"1,212.14",948.60,"1,732.62","1,737.00","1,683.63","1,706.96","1,773.92","1,203.49","1,093.28","1,891.11","1,620.62","1,724.81","1,625.29","1,737.08","1,253.15",968.41,"1,683.28","1,697.36","1,706.81","1,726.12","1,565.30",841.08,537.30,928.25,"1,108.90","1,819.34","1,709.12","1,853.13","1,344.00","42,432.10"
15:00:00 - 15:59:59,"1,203.72","1,158.62","1,755.17","1,675.02","1,702.52","1,725.85","1,719.63","1,205.55","1,288.11","1,763.53","1,721.70","1,680.50","1,699.34","1,823.64","1,220.91","1,124.11","1,713.18","1,789.86","1,734.18","1,744.65","1,514.18",869.93,668.62,974.25,"1,284.60","1,815.31","1,692.70","1,796.81","1,347.71","43,413.90"
16:00:00 - 16:59:59,"1,173.09","1,502.91","1,814.67","1,808.97","1,781.66","1,785.69","1,739.99","1,270.20","1,456.58","1,898.35","1,790.50","1,818.65","1,723.22","1,878.14","1,153.21","1,369.76","1,839.22","1,764.37","1,778.98","1,943.85","1,589.51",914.92,730.43,"1,086.24","1,308.09","1,947.01","1,715.47","1,914.47","1,483.52","45,981.67"
17:00:00 - 17:59:59,"1,259.89","1,515.41","2,226.29","2,230.92","2,334.41","2,271.43","1,951.77","1,367.57","1,536.24","2,194.93","2,136.61","2,125.18","2,148.57","2,142.06","1,107.40","1,435.71","2,164.16","2,293.41","2,290.62","2,297.73","1,889.45",820.60,891.24,"1,277.72","1,418.93","2,313.17","2,370.60","2,273.95","1,433.52","53,719.49"
18:00:00 - 18:59:59,"1,320.50","1,712.38","2,260.28","2,198.61","2,165.63","2,157.79","1,688.31",737.88,"1,865.51","2,170.48","2,178.92","2,204.09","2,197.45","1,935.93","1,089.23","1,667.39","2,231.83","2,236.32","2,162.91","2,173.94","1,498.48",853.40,"1,038.42","1,279.57","1,366.41","2,330.30","2,028.09","2,010.29","1,435.68","52,196.02"
19:00:00 - 19:59:59,"1,298.40","1,617.20","1,487.36","1,418.08","1,431.35","1,667.37","1,362.88","1,170.41","1,878.57","1,676.05","1,604.39","1,616.90","1,640.06","1,537.70","1,319.06","1,631.36","1,366.24","1,491.05","1,669.86","1,612.41","1,198.26",913.95,915.10,"1,054.77","1,150.25","1,496.44","1,532.52","1,699.72","1,398.73","41,856.44"
20:00:00 - 20:59:59,"1,035.61","1,406.58","1,013.94","1,032.42","1,051.25","1,101.08","1,246.39","1,248.75","1,482.10","1,038.78",919.61,"1,053.42","1,135.09","1,181.41","1,179.73","1,464.28",931.44,"1,026.29","1,037.41","1,130.59",999.43,765.94,699.26,943.45,910.61,"1,031.78",939.94,"1,172.07","1,372.90","31,551.55"
21:00:00 - 21:59:59,902.12,"1,080.09",695.46,703.28,717.77,766.29,823.11,965.94,"1,194.28",772.95,738.80,715.63,781.30,833.62,834.29,"1,179.62",700.46,746.77,649.61,826.12,761.78,514.13,519.98,714.12,795.29,711.29,706.77,864.08,"1,041.62","23,256.57"
22:00:00 - 22:59:59,671.47,980.08,666.09,583.10,644.09,654.44,820.75,628.97,"1,128.09",634.94,684.43,715.77,750.76,850.59,653.11,"1,132.74",653.56,742.42,730.25,787.92,677.12,411.63,405.62,646.63,771.44,695.55,793.07,983.06,644.45,"21,142.14"
23:00:00 - 23:59:59,480.80,671.64,337.14,361.31,430.28,435.14,544.13,529.47,606.64,336.65,345.82,401.63,411.13,469.79,521.79,730.46,289.66,353.99,370.13,430.29,403.99,317.82,324.81,416.48,651.94,328.83,324.31,511.96,542.81,"12,880.84"
Total,"20,418.16","19,063.23","30,314.46","28,423.35","28,666.09","29,319.58","28,669.28","20,281.91","20,331.79","29,237.05","28,777.17","29,084.13","28,885.01","29,749.28","21,886.75","19,345.70","29,861.25","28,925.41","29,273.94","30,038.67","27,127.66","15,083.36","10,905.56","16,185.89","17,625.44","30,201.84","28,622.02","29,678.36","22,616.63","728,598.97"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4933 - Av. Assis Brasil 4935 - C/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR3AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR3BP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR3CP,Faixa 3 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
00:00:00 - 00:59:59,514.16,468.32,315.04,297.18,317.37,346.68,416.69,491.99,485.66,273.72,278.55,234.45,358.04,364.32,474.70,446.89,243.73,294.41,271.44,299.74,370.39,461.54,313.37,208.74,265.92,211.09,333.55,307.72,469.39,"10,134.79"
01:00:00 - 01:59:59,327.43,296.93,175.43,139.97,155.63,164.96,223.09,312.56,330.06,177.30,130.78,111.81,171.81,193.61,322.79,304.10,155.62,150.31,125.98,194.62,201.78,316.59,202.11,15.33,157.96,143.45,165.97,163.81,296.77,"5,828.56"
02:00:00 - 02:59:59,231.12,209.14,122.47,95.48,94.14,118.47,144.96,212.46,214.29,117.81,70.15,90.66,115.49,145.49,247.97,250.63,123.65,72.32,76.66,96.82,136.30,188.81,125.30,0.00,106.48,76.15,73.65,94.32,239.44,"3,890.63"
03:00:00 - 03:59:59,173.79,178.31,79.65,49.82,56.98,96.15,103.81,221.13,187.80,72.66,55.65,56.48,65.99,78.82,202.62,177.31,83.64,52.81,69.48,85.64,109.63,210.64,94.31,0.00,69.82,43.49,62.99,83.97,188.46,"3,011.85"
04:00:00 - 04:59:59,190.95,144.47,83.81,66.00,79.31,94.46,107.99,174.14,148.78,112.66,66.48,70.99,90.32,105.95,214.13,170.47,78.99,63.49,85.48,87.97,116.29,289.13,98.13,0.00,65.82,56.83,54.98,58.81,175.98,"3,152.81"
05:00:00 - 05:59:59,211.78,162.14,119.48,130.14,115.65,138.45,153.62,215.61,147.63,132.47,140.31,136.15,135.14,155.64,209.45,165.94,138.14,135.65,138.13,131.98,200.11,378.29,86.81,0.00,83.49,116.32,116.46,132.15,176.97,"4,304.10"
06:00:00 - 06:59:59,348.07,169.45,444.68,445.55,403.21,468.05,477.51,389.02,209.29,451.52,448.71,462.72,448.48,503.38,340.04,184.46,480.20,450.37,532.36,465.18,534.98,452.68,188.27,0.00,171.46,423.06,436.00,419.51,327.54,"11,075.75"
07:00:00 - 07:59:59,565.55,332.59,846.15,867.07,915.75,862.27,885.59,586.19,291.45,864.28,896.28,981.91,942.14,"1,054.88",580.24,309.45,"1,123.68",961.60,"1,006.27","1,011.86","1,115.38",552.06,311.75,0.00,282.95,831.31,993.47,"1,019.44",556.87,"21,548.43"
08:00:00 - 08:59:59,716.92,373.62,846.80,907.62,902.48,938.77,953.90,743.21,350.80,827.50,934.10,927.60,941.26,919.97,793.07,362.27,"1,051.75",939.29,921.51,947.06,940.23,680.40,356.29,0.00,238.48,751.70,880.60,903.96,653.22,"21,704.38"
09:00:00 - 09:59:59,853.84,434.96,894.41,"1,022.86","1,022.82","1,044.62","1,010.48",902.80,419.97,911.60,997.00,"1,035.33","1,001.01",982.23,"1,807.60",490.94,"1,094.12",980.49,996.88,"1,057.66","1,050.49",767.36,437.29,0.00,300.96,736.18,868.62,963.92,862.66,"24,949.10"
10:00:00 - 10:59:59,976.60,569.92,"1,012.67","1,075.13","1,090.92","1,050.14","1,110.99",958.05,580.64,951.54,"1,070.36","1,029.91","1,021.53","1,072.21","1,001.81",551.29,988.54,"1,038.59","1,083.22","1,085.95","1,097.30",923.64,512.62,63.32,374.95,845.51,940.25,"1,048.72",994.96,"26,121.28"
11:00:00 - 11:59:59,990.47,699.20,"1,042.15","1,083.24","1,097.23","1,129.03","1,135.73",991.82,684.93,"1,099.61","1,121.13","1,079.24","1,137.93","1,144.86","1,017.21",676.41,"1,079.06","1,047.92","1,121.42","1,180.16","1,167.68",927.22,508.39,583.52,423.26,919.03,"1,064.33","1,060.71","1,034.51","28,247.40"
12:00:00 - 12:59:59,"1,003.79",595.23,913.17,995.46,990.01,992.79,"1,018.06",955.17,587.05,943.00,"1,018.88","1,023.91","1,047.80","1,150.14",988.27,589.36,"1,068.90","1,035.76","1,083.44","1,068.30","1,189.18",867.71,453.39,532.35,440.21,925.88,"1,041.79","1,064.70",969.95,"26,553.65"
13:00:00 - 13:59:59,935.74,563.55,979.77,"1,039.98","1,041.23","1,020.54","1,099.01",917.20,650.04,"1,008.30",999.90,"1,091.95","1,122.66","1,156.07",970.68,683.37,"1,013.68",935.66,"1,015.03","1,095.37","1,138.63",847.58,447.86,562.66,442.20,969.63,"1,053.60","1,155.70",978.35,"26,935.94"
14:00:00 - 14:59:59,916.14,582.33,"1,100.13","1,080.45","1,116.49","1,108.04","1,241.31",966.02,610.50,"1,099.25","1,169.24","1,166.53","1,140.39","1,175.96","1,013.20",610.18,"1,046.60","1,143.37","1,091.59","1,188.63","1,262.76",871.23,434.10,580.38,511.86,990.45,"1,075.56","1,219.92",990.51,"28,503.12"
15:00:00 - 15:59:59,876.02,639.19,"1,170.74","1,200.20","1,180.62","1,210.64","1,286.22",991.22,754.16,"1,171.40","1,155.95","1,114.29","1,194.33","1,280.63","1,045.55",737.14,"1,243.84","1,161.27","1,194.58","1,234.23","1,282.17",924.75,489.88,626.50,604.69,"1,083.80","1,170.88","1,247.01","1,051.05","30,322.95"
16:00:00 - 16:59:59,991.08,684.03,"1,093.15","1,071.27","1,083.15","1,074.54",980.76,981.86,754.89,"1,127.66",772.17,"1,108.75","1,075.03","1,034.78","1,011.35",741.85,"1,021.46","1,121.37","1,029.92",995.49,986.14,787.84,494.55,605.32,584.04,"1,059.21","1,098.72","1,068.19","1,023.24","27,461.81"
17:00:00 - 17:59:59,963.86,749.20,"1,089.19","1,151.68","1,083.20","1,085.11","1,069.99","1,022.93",787.73,"1,112.02",731.00,"1,136.01","1,137.19","1,054.48",845.19,767.52,"1,158.74","1,200.21","1,144.05","1,110.51","1,097.70",765.85,534.38,710.27,620.37,"1,180.38","1,141.13","1,052.04","1,044.73","28,546.66"
18:00:00 - 18:59:59,983.35,781.50,"1,287.03","1,256.80","1,237.10","1,313.75","1,190.50",752.72,889.80,"1,253.45",801.28,"1,276.36","1,297.36","1,220.18",908.09,852.62,"1,302.80","1,265.60","1,224.07","1,229.72","1,180.90",793.27,636.55,714.76,674.31,"1,275.40","1,262.29","1,238.01","1,020.82","31,120.39"
19:00:00 - 19:59:59,"1,020.25",908.21,"1,210.27","1,154.70","1,210.23","1,210.90","1,203.37",984.44,966.93,"1,169.78",822.69,"1,165.53","1,151.59","1,251.88","1,073.91",986.93,"1,195.13","1,192.36","1,236.55","1,242.00","1,210.16",901.46,730.16,791.92,705.41,"1,026.75","1,171.17","1,251.57","1,065.95","31,212.20"
20:00:00 - 20:59:59,941.24,837.40,976.89,"1,069.33","1,002.34","1,104.66","1,147.04",917.59,922.75,983.51,722.32,"1,073.09","1,010.91","1,065.53","1,044.00",902.69,"1,023.19","1,058.01","1,142.31","1,108.66","1,080.35",706.67,641.13,582.23,637.67,910.20,960.32,"1,107.09",955.68,"27,634.80"
21:00:00 - 21:59:59,751.92,672.15,740.87,800.71,923.04,963.96,"1,062.96",796.77,789.28,828.56,671.32,830.56,891.40,899.61,918.71,773.80,842.08,911.70,914.37,971.18,"1,013.01",651.33,442.37,471.22,527.87,682.96,845.03,"1,062.79",862.30,"23,513.83"
22:00:00 - 22:59:59,852.23,506.32,698.58,840.57,884.87,875.32,"1,036.47",807.89,541.50,783.95,727.17,759.26,839.44,908.52,897.19,545.18,727.70,790.37,858.73,899.70,973.77,617.14,340.20,499.97,357.57,514.16,729.97,963.33,837.93,"21,615.00"
23:00:00 - 23:59:59,625.38,345.00,470.49,534.89,617.71,617.08,781.15,656.56,365.80,447.30,446.92,522.74,594.76,767.21,617.37,413.82,452.97,472.49,549.08,597.36,649.55,440.02,252.37,355.32,398.82,365.30,491.73,696.32,664.64,"15,210.15"
Total,"16,961.68","11,903.16","17,713.02","18,376.10","18,621.48","19,029.38","19,841.20","16,949.35","12,671.73","17,920.85","16,248.34","18,486.23","18,932.00","19,686.35","18,545.14","12,694.62","18,738.21","18,475.42","18,912.55","19,385.79","20,104.88","15,323.21","9,131.58","7,903.81","9,046.57","16,138.24","18,033.06","19,383.71","17,441.92","482,599.58"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4934 - Av. Assis Brasil DF 4945 B/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR4EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR4FP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR4GP,Faixa 3 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
00:00:00 - 00:59:59,287.94,225.09,209.48,145.95,175.14,191.28,193.95,279.57,271.58,166.47,152.30,156.14,152.80,213.73,243.11,291.10,193.28,151.78,151.32,175.80,190.26,211.94,163.63,140.98,185.95,211.30,129.96,149.96,271.61,"5,683.40"
01:00:00 - 01:59:59,179.78,181.11,109.31,74.48,91.80,105.14,113.31,185.12,202.11,118.81,80.49,94.15,100.14,118.30,187.12,183.79,125.77,74.82,74.99,96.16,100.13,111.78,116.96,85.99,107.98,127.32,98.15,67.63,159.63,"3,472.27"
02:00:00 - 02:59:59,127.30,129.98,69.82,58.64,72.49,62.98,95.48,164.97,144.15,57.99,47.66,45.65,75.32,75.97,146.31,163.30,65.33,57.14,76.65,77.15,89.97,90.97,67.15,62.32,76.81,92.49,76.49,60.50,142.45,"2,573.43"
03:00:00 - 03:59:59,91.97,107.31,53.65,49.32,43.82,48.32,72.81,117.64,109.97,36.83,49.31,42.82,58.82,50.82,93.48,108.82,56.99,34.16,60.16,58.64,73.82,83.48,81.32,41.99,63.98,46.31,45.15,59.65,116.65,"1,958.01"
04:00:00 - 04:59:59,120.66,104.63,97.15,69.98,76.49,75.49,112.81,95.46,99.81,88.81,71.99,78.65,81.65,109.31,99.66,112.32,80.31,68.49,85.64,80.65,100.15,78.81,67.66,62.65,56.82,107.15,67.98,81.98,115.64,"2,548.80"
05:00:00 - 05:59:59,229.77,173.15,315.59,310.93,296.55,319.40,328.72,236.77,163.31,335.93,284.61,300.43,295.89,328.58,249.93,179.29,287.93,293.93,299.42,283.75,312.44,191.79,122.81,149.96,172.27,308.94,288.26,312.73,220.29,"7,593.37"
06:00:00 - 06:59:59,560.94,332.70,"1,116.44","1,078.56","1,129.55","1,069.19","1,116.76",614.77,336.76,"1,064.64","1,131.62","1,140.44","1,096.23","1,182.24",593.10,335.20,"1,213.82","1,259.13","1,242.77","1,231.42","1,144.30",514.19,301.89,499.69,507.81,"1,135.73","1,152.44","1,198.94",623.28,"25,924.55"
07:00:00 - 07:59:59,644.09,255.96,"1,789.10","1,681.05","1,590.24","1,606.21","1,552.91",710.58,239.97,"1,451.37","1,656.45","1,652.92","1,674.74","1,721.42",746.61,289.26,"1,764.51","1,897.95","1,942.75","1,909.08","1,969.61",571.18,201.62,520.50,284.93,"1,401.43","1,854.11","1,939.45",721.29,"36,241.29"
08:00:00 - 08:59:59,846.61,305.46,"1,673.56","1,727.03","1,659.15","1,715.39","1,756.18",957.28,300.14,"1,341.25","1,773.36","1,773.55","1,728.37","1,763.54",923.76,376.09,"1,788.36","1,935.50","1,860.21","1,935.70","1,758.58",695.62,269.10,524.37,328.94,"1,308.38","1,715.61","1,728.93","1,007.75","37,477.77"
09:00:00 - 09:59:59,924.74,406.12,"1,479.23","1,464.72","1,511.60","1,493.71","1,423.24",957.03,409.75,"1,234.64","1,542.24","1,520.89","1,476.21","1,489.20","2,028.02",420.58,"1,542.57","1,521.08","1,429.89","1,458.78","1,410.97",754.82,306.96,549.55,346.24,"1,132.03","1,310.12","1,378.44","1,017.34","33,940.71"
10:00:00 - 10:59:59,"1,037.48",548.17,"1,241.44","1,208.07","1,190.69","1,194.04","1,268.20","1,037.39",517.53,"1,277.99","1,259.37","1,179.08","1,134.25","1,228.71","1,095.18",562.50,"1,273.89","1,199.60","1,223.52","1,204.37","1,176.09",813.78,381.07,608.65,515.01,"1,112.23","1,235.66","1,161.51","1,105.50","29,990.97"
11:00:00 - 11:59:59,"1,048.77",754.59,"1,222.98","1,214.01","1,151.53","1,204.74","1,219.69","1,060.60",822.46,"1,312.22","1,218.51","1,199.31","1,167.05","1,199.51","1,169.48",783.11,"1,211.74","1,214.43","1,212.76","1,211.98","1,196.58",869.17,522.67,706.97,609.64,"1,278.09","1,135.79","1,225.70","1,172.21","31,316.29"
12:00:00 - 12:59:59,"1,102.66",817.86,"1,167.12","1,169.40","1,234.27","1,196.91","1,187.13","1,081.74",929.33,"1,279.68","1,256.25","1,210.74","1,261.21","1,224.57","1,163.73",847.45,"1,325.81","1,292.35","1,354.07","1,305.71","1,272.11",913.37,612.54,721.12,768.32,"1,357.59","1,325.08","1,279.46","1,191.61","32,849.19"
13:00:00 - 13:59:59,990.55,709.66,"1,322.75","1,214.56","1,289.73","1,338.28","1,279.09",999.06,818.99,"1,409.88","1,271.77","1,257.01","1,253.21","1,259.38","1,075.02",828.81,"1,311.42","1,298.09","1,324.40","1,305.34","1,306.20",798.42,568.70,679.81,791.78,"1,333.60","1,309.74","1,342.35","1,116.70","32,804.30"
14:00:00 - 14:59:59,"1,063.30",744.52,"1,338.94","1,361.99","1,428.47","1,425.34","1,320.24","1,031.93",801.28,"1,453.33","1,312.13","1,340.02","1,333.40","1,393.25","1,159.32",779.14,"1,341.93","1,285.74","1,266.09","1,323.95","1,253.82",746.61,502.54,696.82,851.70,"1,304.34","1,365.32","1,440.13","1,163.60","33,829.19"
15:00:00 - 15:59:59,990.74,764.18,"1,252.54","1,209.03","1,255.98","1,196.20","1,272.85",997.22,929.84,"1,313.57","1,307.77","1,221.60","1,227.92","1,224.13",948.96,853.85,"1,260.10","1,202.37","1,253.49","1,210.50","1,126.62",788.28,577.07,691.66,779.20,"1,228.99","1,223.80","1,267.52","1,086.59","31,662.57"
16:00:00 - 16:59:59,"1,028.44",973.66,"1,255.23","1,177.42","1,217.17","1,143.00","1,194.79","1,063.11",958.37,"1,191.65","1,188.11","1,175.67","1,133.73","1,221.61",854.76,929.21,"1,140.40","1,206.81","1,263.91","1,219.76","1,088.15",717.36,596.69,771.00,870.49,"1,136.52","1,125.85","1,241.27","1,096.24","31,180.38"
17:00:00 - 17:59:59,"1,024.87",988.79,"1,337.27","1,341.61","1,324.78","1,244.25","1,191.39","1,040.42","1,010.80","1,287.12","1,325.14","1,303.84","1,235.91","1,314.89",878.72,997.94,"1,294.55","1,377.34","1,364.47","1,324.09","1,236.25",679.80,608.89,838.31,807.00,"1,296.00","1,287.80","1,345.56","1,100.06","33,407.86"
18:00:00 - 18:59:59,"1,022.15","1,015.56","1,402.45","1,396.72","1,397.72","1,348.60","1,218.40",967.64,"1,058.66","1,300.78","1,358.24","1,365.71","1,369.52","1,290.21",960.35,"1,078.01","1,418.94","1,413.88","1,404.08","1,398.36","1,157.77",731.57,744.04,874.26,890.09,"1,307.43","1,404.19","1,352.51","1,200.67","34,848.51"
19:00:00 - 19:59:59,974.40,909.13,"1,036.60","1,009.88","1,064.45","1,133.20",971.22,986.51,"1,044.42","1,036.02",983.40,"1,024.17","1,109.03","1,029.82","1,134.16","1,019.39",988.40,"1,033.99","1,044.21","1,101.14",991.23,774.82,572.66,722.56,672.21,"1,013.53","1,056.74","1,064.33","1,078.53","28,580.15"
20:00:00 - 20:59:59,912.89,876.46,831.17,841.38,905.90,954.10,"1,018.35",975.41,881.48,851.13,838.27,872.91,884.23,948.48,"1,029.33",903.89,820.63,888.76,883.92,960.21,871.91,714.00,539.85,657.85,637.68,773.32,864.90,"1,008.16","1,052.87","25,199.44"
21:00:00 - 21:59:59,702.61,702.15,607.45,624.14,684.76,748.76,806.89,771.82,726.21,612.66,613.32,654.80,694.76,744.18,734.16,770.41,603.79,645.82,600.62,676.24,687.56,488.61,389.70,491.36,476.41,543.61,565.31,757.38,780.59,"18,906.08"
22:00:00 - 22:59:59,565.66,620.57,551.08,538.61,600.95,635.77,760.55,535.47,651.49,573.05,615.90,544.75,636.27,700.21,561.45,683.94,590.79,627.79,633.28,656.63,638.76,384.52,301.22,412.89,506.56,474.11,588.60,775.06,596.81,"16,962.74"
23:00:00 - 23:59:59,347.90,360.26,247.76,278.41,319.06,328.57,446.72,370.23,309.26,263.12,268.43,280.24,341.77,360.92,399.38,391.43,241.78,272.58,270.59,318.72,279.39,277.10,197.27,243.77,364.42,222.08,275.74,405.83,405.58,"9,088.31"
