Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ANTÔNIO DE CARVALHO, 2320, N/S, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ANT3AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ANT4FL,03:00 - 04:00,"36,0","41,2","15,2","11,2","14,7","11,7","12,2","45,2","61,3","14,0","17,2","17,2","14,3","19,7","41,3","50,5","19,0","7,0","15,0","20,2","10,7","27,5","28,0","13,7","14,5","10,0","11,3","17,5","36,0","652,7"
ANT4FL,04:00 - 05:00,"43,0","49,5","17,8","16,8","17,7","19,0","8,3","50,3","51,3","18,2","16,5","20,2","24,7","21,7","55,5","63,0","16,3","15,3","23,0","16,0","28,7","47,2","16,7","11,3","14,5","11,0","14,3","22,3","36,2","766,2"
ANT4FL,05:00 - 06:00,"90,8","66,3","77,2","63,7","52,8","55,5","52,2","92,2","76,3","71,5","81,1","63,2","87,0","73,0","92,0","84,0","86,6","50,0","57,5","71,8","78,8","72,2","37,7","42,2","28,5","71,0","79,1","71,1","64,5","1.989,5"
ANT4FL,06:00 - 07:00,"179,6","111,3","270,7","233,1","221,6","185,7","208,6","211,4","123,2","292,2","271,2","230,5","273,2","296,9","177,6","123,1","292,7","296,0","298,2","306,1","294,7","177,7","115,3","151,3","135,1","259,1","257,7","283,2","170,4","6.447,4"
ANT4FL,07:00 - 08:00,"266,6","165,6","397,7","407,8","259,0","278,5","291,6","266,4","137,5","387,8","411,8","387,8","392,6","377,2","281,4","215,3","384,4","405,9","391,0","413,6","434,4","243,4","147,0","184,7","132,1","344,5","392,4","370,8","245,3","9.013,9"
ANT4FL,08:00 - 09:00,"277,6","150,1","396,5","400,8","288,0","284,7","289,2","339,1","124,7","386,4","385,5","402,1","410,2","401,8","323,2","208,9","407,3","425,1","424,0","436,0","409,8","238,9","114,8","184,8","122,0","277,4","396,3","371,3","289,9","9.166,5"
ANT4FL,09:00 - 10:00,"320,9","163,8","361,5","362,2","229,2","245,1","180,9","334,6","168,8","346,7","404,2","365,2","349,6","328,7","320,8","200,3","327,1","381,8","342,3","384,9","324,3","258,6","157,0","183,8","142,1","257,3","328,1","334,6","335,1","8.439,3"
ANT4FL,10:00 - 11:00,"370,1","215,3","371,7","380,6","248,4","245,9","332,0","396,1","236,8","369,0","349,7","384,6","363,1","391,7","358,6","241,6","395,1","386,9","375,6","397,2","367,0","277,1","199,5","222,3","178,0","310,9","324,0","342,9","385,4","9.416,9"
ANT4FL,11:00 - 12:00,"377,4","282,8","365,7","389,1","268,9","271,1","389,2","396,1","295,5","373,1","386,9","384,1","402,2","382,0","385,6","317,9","372,9","390,7","397,4","415,2","430,5","329,4","229,8","249,2","209,8","353,9","351,9","358,0","348,1","10.104,2"
ANT4FL,12:00 - 13:00,"344,9","285,3","327,7","294,1","254,9","284,4","372,4","369,4","295,4","348,6","384,4","354,0","347,6","404,9","407,1","342,3","381,5","392,6","416,7","425,2","434,0","336,7","206,6","221,0","217,3","371,2","408,0","398,1","403,0","10.029,2"
ANT4FL,13:00 - 14:00,"347,7","239,4","368,1","273,6","279,1","283,1","422,9","375,2","269,1","357,5","382,9","401,2","419,9","419,4","365,7","323,4","396,8","391,1","392,9","408,5","451,2","326,9","207,1","222,1","219,1","376,7","383,7","464,4","345,4","10.113,8"
ANT4FL,14:00 - 15:00,"357,4","230,8","416,4","300,4","284,7","293,6","429,0","382,0","232,0","397,6","432,2","369,4","420,0","474,2","391,9","285,3","395,4","420,9","437,7","428,0","506,3","334,4","217,3","275,8","222,6","363,4","408,4","441,2","366,1","10.514,0"
ANT4FL,15:00 - 16:00,"364,9","282,1","433,9","299,8","314,4","285,4","427,6","360,4","306,4","426,0","436,9","431,5","400,6","429,5","412,5","322,4","442,0","441,2","444,5","497,0","488,5","316,9","226,3","253,3","207,3","402,7","412,4","420,7","410,9","10.897,7"
ANT4FL,16:00 - 17:00,"389,4","312,1","444,7","339,0","343,6","318,2","499,4","434,4","361,9","459,1","446,7","505,5","447,8","500,8","424,4","346,4","471,2","513,5","509,3","486,0","534,5","317,2","231,6","276,1","305,1","394,2","450,5","427,3","562,7","12.052,6"
ANT4FL,17:00 - 18:00,"391,5","352,8","485,5","368,9","370,2","373,9","497,5","447,2","364,4","532,4","544,1","533,6","515,4","548,5","388,4","389,1","523,8","527,5","559,8","532,7","508,2","325,7","279,9","308,8","319,2","498,7","487,5","483,6","453,0","12.911,4"
ANT4FL,18:00 - 19:00,"422,2","401,9","481,6","351,0","357,0","362,7","483,2","380,4","419,2","502,4","496,1","521,4","529,8","515,3","379,0","416,2","513,6","495,6","571,9","517,2","491,0","332,4","318,9","340,9","325,1","497,3","448,6","507,5","410,1","12.789,4"
ANT4FL,19:00 - 20:00,"427,6","416,9","402,0","302,7","325,7","323,4","387,7","500,2","440,2","437,1","419,7","464,8","476,1","440,8","560,9","462,1","434,3","442,4","439,6","448,8","441,7","340,7","317,8","307,4","292,3","407,0","414,2","442,7","449,7","11.966,4"
ANT4FL,20:00 - 21:00,"341,2","378,4","347,9","235,1","246,1","266,4","399,6","384,8","343,2","372,2","351,5","376,4","373,0","347,0","464,6","384,7","338,5","351,9","422,7","398,8","364,7","285,3","242,9","212,4","207,9","310,0","343,7","388,5","371,5","9.851,0"
ANT4FL,21:00 - 22:00,"263,9","290,2","243,8","189,9","188,4","193,8","329,7","300,1","273,8","247,5","261,7","260,9","270,1","297,7","325,9","319,9","274,2","285,4","281,4","284,8","324,7","188,1","183,4","152,4","160,5","226,6","247,4","293,0","311,6","7.470,8"
ANT4FL,22:00 - 23:00,"225,4","217,6","179,6","144,6","169,6","157,6","232,7","225,4","225,3","217,5","321,4","234,6","229,4","246,4","235,2","195,8","228,3","248,4","231,1","259,6","247,9","172,8","133,6","133,6","139,6","181,6","222,2","230,9","214,1","6.101,6"
ANT4FL,23:00 - 24:00,"170,1","135,6","139,6","104,5","111,9","126,3","221,6","221,4","158,8","126,9","184,3","159,3","179,8","205,3","228,4","165,5","148,0","159,6","160,4","160,8","197,1","125,5","97,3","103,1","113,1","139,3","160,8","194,8","214,6","4.613,5"
ANT4FL,Total grupo,"6.269,0","5.118,2","6.690,4","5.607,1","4.948,8","4.997,1","6.605,7","6.775,1","5.332,8","6.856,8","7.123,6","7.019,6","7.066,8","7.310,9","6.893,3","5.810,4","6.997,0","7.163,0","7.306,0","7.491,2","7.550,8","5.290,1","3.884,3","4.166,6","3.828,3","6.178,9","6.772,1","6.998,0","6.665,9","180.717,8"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. BALTAZAR DE OLIVEIRA GARCIA 1981, C/B, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: BAL1AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
BAL1AL,00:00 - 01:00,"297,4","290,6","183,1","164,6","234,2","235,9","241,6","298,2","323,4","211,4","214,0","203,4","218,4","237,8","328,4","286,7","187,8","164,5","204,3","221,4","249,9","267,2","206,9","122,0","133,8","176,9","233,8","213,6","362,1","6.713,3"
BAL1AL,01:00 - 02:00,"188,6","205,0","106,1","85,0","106,3","121,3","129,8","234,3","231,3","107,3","86,3","111,1","121,6","145,6","184,6","207,8","84,3","81,0","113,3","120,0","134,7","181,2","126,8","75,0","105,0","86,5","105,1","113,8","183,0","3.881,7"
BAL1AL,02:00 - 03:00,"133,0","148,3","64,0","73,2","69,3","85,3","110,0","142,5","152,3","63,7","70,0","67,7","77,5","75,3","124,2","148,1","61,5","52,2","68,0","74,5","82,3","108,0","82,1","55,0","67,0","63,5","72,2","66,8","140,6","2.597,7"
BAL1AL,03:00 - 04:00,"123,5","120,0","52,5","40,3","53,2","46,3","66,3","110,3","123,1","44,8","57,0","48,7","59,0","69,3","111,0","112,5","57,0","34,3","40,5","50,0","58,7","77,3","73,0","44,0","49,3","44,2","46,7","40,7","112,5","1.965,6"
BAL1AL,04:00 - 05:00,"106,0","92,2","53,2","34,7","48,2","49,0","60,3","121,2","117,7","43,8","41,0","37,7","39,8","58,8","89,8","109,0","45,3","46,3","53,2","44,0","46,5","83,7","50,3","34,0","46,7","48,7","39,8","43,2","85,8","1.769,5"
BAL1AL,05:00 - 06:00,"106,8","112,0","60,2","59,8","68,5","76,7","86,2","122,3","104,5","79,2","57,2","54,8","72,2","70,7","123,3","95,0","55,3","65,5","69,0","74,8","68,8","98,7","77,3","49,2","59,5","58,3","66,8","66,5","117,5","2.276,3"
BAL1AL,06:00 - 07:00,"140,1","133,8","164,3","160,0","154,3","156,9","183,6","170,1","162,1","176,8","149,1","160,4","179,6","156,8","172,8","141,6","178,1","175,5","186,5","176,0","183,8","171,0","118,7","125,0","122,8","181,6","175,5","188,1","156,6","4.701,5"
BAL1AL,07:00 - 08:00,"277,3","209,6","377,6","386,3","441,0","368,5","402,8","286,5","221,1","418,3","411,9","470,8","445,3","471,1","291,1","232,5","479,1","568,3","534,3","510,3","508,6","250,8","184,5","228,9","189,1","410,0","555,4","576,8","286,4","10.993,8"
BAL1AL,08:00 - 09:00,"314,3","144,5","398,8","474,0","422,3","484,8","470,4","356,6","150,1","446,1","486,3","499,1","526,4","469,0","311,3","190,8","510,6","544,8","523,9","486,3","463,5","295,1","120,3","229,8","146,7","356,0","464,5","500,3","348,1","11.134,5"
BAL1AL,09:00 - 10:00,"441,8","172,3","448,3","481,8","503,1","495,3","516,8","437,8","199,3","507,6","478,1","500,5","501,1","489,5","467,0","209,8","531,3","486,3","504,8","507,8","441,1","322,3","140,1","215,5","146,3","376,7","449,1","470,3","411,3","11.852,5"
BAL1AL,10:00 - 11:00,"509,3","269,3","503,6","589,7","618,9","597,6","575,1","498,3","279,0","592,6","577,6","565,1","533,9","622,1","516,9","311,8","572,9","572,6","522,4","559,6","595,7","412,1","202,8","278,5","204,3","433,9","584,1","613,8","494,7","14.208,0"
BAL1AL,11:00 - 12:00,"555,3","435,9","619,7","595,7","613,2","657,2","569,4","625,2","406,8","674,9","632,5","565,9","581,9","612,1","588,1","416,5","650,7","648,6","669,4","643,1","609,8","485,0","297,1","315,5","261,6","526,6","637,6","628,1","668,7","16.191,9"
BAL1AL,12:00 - 13:00,"656,1","436,1","526,2","532,9","567,0","553,2","611,6","655,7","413,3","629,9","569,1","605,2","547,6","532,4","638,4","424,0","621,9","620,5","613,3","564,7","614,0","539,4","255,1","330,3","268,5","537,6","589,5","659,4","707,6","15.820,3"
BAL1AL,13:00 - 14:00,"552,2","302,6","556,8","621,1","531,5","593,1","574,6","548,6","338,1","600,8","546,4","565,9","523,6","543,7","646,1","376,5","608,6","590,4","576,8","660,9","657,9","460,5","222,1","328,1","295,8","571,2","517,2","646,4","643,4","15.200,8"
BAL1AL,14:00 - 15:00,"529,5","318,1","634,0","576,4","555,9","591,8","650,7","510,7","345,0","571,9","617,4","616,5","658,4","648,2","592,9","376,4","643,4","684,7","636,5","650,5","585,9","447,9","220,5","313,8","308,6","554,4","650,0","678,0","569,4","15.737,4"
BAL1AL,15:00 - 16:00,"554,4","341,3","665,0","647,7","703,9","601,9","679,0","628,6","401,9","683,9","627,5","686,3","706,9","686,3","582,4","365,8","688,6","585,6","734,0","642,7","757,8","508,4","286,4","382,8","365,9","609,4","618,7","741,7","632,8","17.117,4"
BAL1AL,16:00 - 17:00,"615,1","397,1","709,8","694,2","732,4","735,1","718,3","613,1","428,8","651,1","779,9","741,3","812,2","709,4","661,6","420,3","714,7","726,5","789,0","665,2","742,7","489,2","286,0","448,7","379,5","631,5","712,4","817,3","651,5","18.473,8"
BAL1AL,17:00 - 18:00,"623,7","414,5","601,7","781,3","701,6","867,6","652,3","689,7","470,6","702,8","738,1","863,9","616,5","731,0","510,9","465,8","651,3","849,1","614,1","665,5","787,8","471,9","329,6","526,7","452,8","825,8","739,9","685,2","689,3","18.721,1"
BAL1AL,18:00 - 19:00,"698,0","511,6","534,8","667,7","734,4","557,6","610,8","587,1","585,8","725,2","693,4","615,0","603,0","708,2","535,2","539,1","679,5","603,5","581,8","520,4","470,8","429,6","398,3","524,7","473,6","584,7","960,5","702,1","639,4","17.475,6"
BAL1AL,19:00 - 20:00,"642,4","570,6","626,8","611,9","720,3","586,3","631,7","705,9","636,8","603,5","572,2","695,3","699,0","691,7","573,9","615,1","794,3","730,5","733,5","613,9","758,3","462,4","491,4","549,9","575,9","684,2","637,2","668,3","674,1","18.557,0"
BAL1AL,20:00 - 21:00,"571,9","622,7","566,1","636,9","564,4","687,0","554,1","606,6","672,1","681,0","574,9","647,4","673,9","767,0","571,8","735,8","601,4","717,2","510,4","700,1","553,6","453,1","449,3","427,3","464,1","539,7","638,4","591,6","577,2","17.356,5"
BAL1AL,21:00 - 22:00,"562,2","502,6","462,9","473,1","601,9","561,1","519,2","573,2","549,4","526,7","530,1","628,7","525,2","611,9","571,1","541,6","524,9","546,4","574,4","606,4","568,1","369,3","331,1","326,9","355,3","424,7","510,9","593,6","567,6","15.040,3"
BAL1AL,22:00 - 23:00,"524,4","391,4","551,2","521,9","579,5","544,7","582,6","554,7","384,6","532,0","531,7","507,5","536,7","605,2","531,9","389,2","507,4","556,7","523,7","575,2","589,7","403,9","271,6","345,6","335,6","386,2","483,9","566,0","478,1","14.292,7"
BAL1AL,23:00 - 24:00,"391,9","243,1","317,6","366,7","346,3","392,7","472,0","381,4","259,7","303,9","387,9","349,7","357,4","400,4","423,5","285,6","315,0","365,7","331,7","382,1","351,4","281,4","208,8","238,1","285,2","242,2","326,9","354,2","401,9","9.764,5"
BAL1AL,Total grupo,"10.115,2","7.385,1","9.784,2","10.276,5","10.671,5","10.646,6","10.669,0","10.458,5","7.956,9","10.579,2","10.429,3","10.807,8","10.616,8","11.113,3","10.148,0","7.997,1","10.764,9","11.016,4","10.708,5","10.715,1","10.881,2","8.069,2","5.430,2","6.515,0","6.092,8","9.354,3","10.815,9","11.225,5","10.599,6","281.843,5"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. BALTAZAR DE OLIVEIRA GARCIA 1981, C/B, FAIXA 2 CENTRAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: BAL1BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
BAL1BL,00:00 - 01:00,"222,6","249,3","150,8","143,8","174,8","176,0","185,9","241,1","286,0","158,3","158,8","177,3","169,6","186,3","252,6","258,6","133,8","139,5","161,1","189,1","195,1","230,8","178,6","102,6","105,0","98,5","186,5","152,3","248,6","5.312,8"
BAL1BL,01:00 - 02:00,"146,0","159,5","94,3","65,5","67,2","80,0","111,7","179,3","151,0","83,3","74,7","68,0","92,3","103,1","142,5","170,8","71,8","65,7","75,2","102,8","98,6","128,8","120,7","66,0","47,0","64,5","101,0","78,7","146,5","2.956,1"
BAL1BL,02:00 - 03:00,"104,1","109,0","50,7","34,7","53,8","59,0","75,0","103,5","117,7","61,3","36,3","37,8","43,5","56,8","117,8","136,7","46,3","32,3","44,2","49,7","53,5","90,5","62,0","27,8","32,3","38,3","39,0","45,2","94,3","1.853,0"
BAL1BL,03:00 - 04:00,"95,3","104,8","32,0","25,7","29,0","31,7","44,0","90,8","101,7","34,3","19,0","24,0","18,7","53,7","78,3","95,0","29,8","18,5","27,7","26,7","37,0","79,2","67,0","29,2","46,7","31,3","25,0","36,5","84,7","1.416,9"
BAL1BL,04:00 - 05:00,"67,5","83,3","32,5","39,8","26,8","48,2","43,7","95,8","84,8","40,0","26,5","32,5","50,7","37,2","70,3","92,3","37,3","41,3","33,5","36,7","48,0","73,3","51,2","38,0","37,7","22,0","31,8","35,8","76,5","1.435,0"
BAL1BL,05:00 - 06:00,"85,5","90,5","65,7","58,5","48,8","46,2","66,5","114,5","80,8","68,0","46,7","65,3","65,5","68,8","106,8","90,3","55,3","63,3","65,5","65,8","81,3","107,0","61,2","41,2","57,3","56,5","51,3","53,5","85,5","2.013,1"
BAL1BL,06:00 - 07:00,"144,1","89,0","150,5","132,8","168,1","131,8","151,0","139,0","115,7","146,3","150,1","127,3","145,5","150,3","157,5","147,2","162,3","145,3","151,8","160,3","164,3","151,0","98,0","106,3","102,7","158,0","162,1","150,6","141,1","4.099,8"
BAL1BL,07:00 - 08:00,"200,1","155,1","299,9","300,1","293,6","311,4","281,8","260,8","185,1","315,2","305,9","323,6","322,1","354,6","263,1","248,6","361,1","433,1","431,4","397,9","381,9","229,1","142,8","173,0","175,0","328,8","416,7","448,9","236,8","8.577,4"
BAL1BL,08:00 - 09:00,"274,6","151,8","329,4","337,9","354,8","337,3","375,1","284,3","132,3","397,5","386,3","421,4","362,8","403,1","297,3","215,8","381,4","417,4","397,7","387,9","401,9","255,6","140,3","175,1","125,1","295,6","376,1","326,3","289,5","9.031,7"
BAL1BL,09:00 - 10:00,"391,1","196,3","384,3","421,6","410,3","407,8","415,5","398,1","193,5","417,3","417,4","418,9","379,8","388,1","361,3","216,8","415,4","400,9","403,2","406,9","445,6","321,8","169,3","224,1","145,3","318,5","388,4","310,0","399,0","10.166,4"
BAL1BL,10:00 - 11:00,"457,1","248,8","465,7","465,9","444,6","416,4","480,3","429,3","258,5","447,7","469,9","418,1","466,1","482,1","446,2","315,1","466,6","465,8","463,9","496,3","517,6","409,1","238,5","276,1","210,0","369,3","480,9","413,4","433,2","11.952,4"
BAL1BL,11:00 - 12:00,"501,9","401,8","501,9","492,6","495,9","499,8","480,9","529,4","345,0","503,9","480,6","487,7","516,7","524,7","491,4","375,1","489,4","476,6","498,9","481,1","531,9","428,8","287,3","310,6","252,3","410,8","490,5","440,1","498,0","13.225,4"
BAL1BL,12:00 - 13:00,"560,9","391,9","437,7","462,4","499,2","444,4","501,0","575,5","367,1","485,9","450,9","481,0","460,1","485,5","524,2","402,6","522,7","466,7","537,9","494,6","593,8","480,2","261,3","291,3","274,5","431,6","501,7","537,7","584,9","13.509,3"
BAL1BL,13:00 - 14:00,"513,4","302,1","457,4","375,9","431,9","430,3","460,4","496,6","324,9","444,2","421,2","466,9","449,1","478,7","521,2","375,5","504,9","414,1","470,2","515,9","503,2","385,6","217,5","282,3","263,6","459,7","459,9","518,5","556,9","12.502,0"
BAL1BL,14:00 - 15:00,"504,9","279,1","504,9","460,5","459,9","482,7","537,5","485,0","331,0","508,4","526,4","485,2","516,9","507,5","496,9","346,3","508,4","545,2","557,4","506,2","604,0","411,4","205,6","307,4","252,3","452,9","477,2","570,9","551,5","13.383,5"
BAL1BL,15:00 - 16:00,"558,9","315,8","544,3","565,2","544,5","497,5","588,7","557,7","372,1","577,6","542,7","549,3","548,8","589,7","553,9","339,8","583,7","546,2","569,0","590,8","649,2","438,3","251,3","340,6","331,3","569,9","575,0","623,2","574,2","14.889,0"
BAL1BL,16:00 - 17:00,"551,4","362,0","622,2","619,2","655,0","604,7","672,0","581,7","372,9","630,0","628,0","623,2","628,2","648,5","566,9","356,9","630,8","642,9","637,8","597,2","700,0","444,1","270,6","368,9","355,4","595,1","572,8","717,4","613,9","16.269,6"
BAL1BL,17:00 - 18:00,"565,8","398,1","734,8","709,9","730,1","757,1","778,9","558,9","445,5","775,3","774,2","793,4","748,1","841,3","459,9","448,8","787,3","800,5","685,9","838,3","886,9","418,4","310,3","453,5","389,6","743,0","805,9","897,4","627,9","19.164,7"
BAL1BL,18:00 - 19:00,"578,7","428,3","974,1","919,7","899,2","926,3","899,3","500,3","470,3","949,9","963,9","1.001,0","941,3","962,7","464,9","475,4","836,9","935,8","897,5","936,3","1.011,0","413,1","380,3","447,4","413,9","1.000,8","968,7","1.026,7","611,5","22.235,1"
BAL1BL,19:00 - 20:00,"552,9","498,6","760,9","776,3","756,6","785,0","883,1","578,9","548,6","773,3","773,1","782,3","810,4","832,6","564,7","565,9","803,8","834,8","849,4","844,3","894,4","460,2","402,0","422,1","395,3","699,4","701,3","874,9","580,0","20.004,9"
BAL1BL,20:00 - 21:00,"480,9","510,5","574,9","575,2","590,7","627,7","658,7","460,9","551,6","580,2","508,2","559,0","594,9","650,8","492,4","551,4","580,8","605,7","644,2","633,5","609,7","411,4","378,6","317,0","344,8","500,0","528,3","647,6","549,2","15.718,6"
BAL1BL,21:00 - 22:00,"451,1","384,9","439,7","460,7","480,9","492,9","528,9","435,3","398,1","482,4","444,0","517,2","480,9","512,0","475,9","437,7","456,9","520,4","553,4","567,6","537,3","330,2","261,3","278,3","247,3","394,4","464,2","536,2","452,8","13.022,7"
BAL1BL,22:00 - 23:00,"439,1","317,3","424,3","432,5","425,5","72,3","491,3","422,4","322,6","404,6","459,0","429,4","457,3","458,0","417,7","297,6","443,4","466,7","429,7","512,2","471,0","338,2","206,9","279,4","139,3","325,4","435,0","488,3","452,9","11.259,3"
BAL1BL,23:00 - 24:00,"310,1","189,6","244,6","265,1","271,7","72,0","350,9","308,6","201,2","237,9","273,7","271,5","290,9","337,1","357,7","182,6","244,4","284,6","266,9","316,2","283,4","236,1","149,0","202,4","203,1","210,1","247,9","305,4","346,2","7.460,7"
BAL1BL,Total grupo,"8.757,8","6.417,2","9.277,5","9.141,3","9.312,8","8.738,2","10.061,8","8.827,5","6.757,7","9.522,9","9.337,3","9.561,2","9.559,9","10.113,2","8.681,5","7.142,8","9.554,6","9.763,3","9.853,3","10.154,2","10.700,7","7.272,1","4.911,2","5.560,6","4.946,5","8.574,3","9.487,4","10.235,5","9.235,4","251.459,4"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. BALTAZAR DE OLIVEIRA GARCIA 1981, C/B, FAIXA 3 DIREITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: BAL1CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
BAL1CL,00:00 - 01:00,"6,3","9,1","6,3","5,0","3,3","4,0","5,3","8,6","1,3","2,0","1,0","2,7","3,0","3,7","8,0","3,3","1,7","2,7","5,0","3,0","3,8","2,3","6,3","3,0","0,3","2,0","1,0","1,0","2,7","107,7"
BAL1CL,01:00 - 02:00,"5,5","2,7","2,0","1,0","4,5","1,7","1,7","5,3","4,3","1,3","2,0","2,5","1,0","1,3","3,7","2,7","1,3","0,3","2,5","2,7",0,"1,7","4,0",0,0,"1,3","0,3","0,7","3,5","61,4"
BAL1CL,02:00 - 03:00,"1,0","4,7","3,0","3,0","4,7",0,"5,0","4,3","1,0","3,0",0,"2,0",0,"0,3","3,0","1,3",0,"3,3","1,8","1,5","0,3","1,0",0,0,"1,0","2,0",0,"1,5","2,8","51,6"
BAL1CL,03:00 - 04:00,"2,0","2,3",0,"1,7","0,3","0,3",0,0,0,"0,3",0,"1,0",0,0,0,"2,0","1,0",0,"0,3","1,0",0,"2,7","3,0","2,0",0,0,0,"1,0",0,"21,0"
BAL1CL,04:00 - 05:00,"1,3","1,0","0,3","2,3","0,3","1,3","0,3","2,7",0,"4,3","0,3","2,7",0,"1,8","1,3","0,3","2,2","0,3","0,3",0,"0,3",0,0,"1,3","1,3","0,3",0,"0,3",0,"26,9"
BAL1CL,05:00 - 06:00,"2,3",0,0,"1,3",0,"2,7","0,7","3,0","2,5",0,"3,7","1,3","1,0","2,7","1,0","2,0","3,3","1,0","1,0","0,3","1,0","0,7","1,7",0,"0,3","0,3","3,3","1,0","1,7","39,8"
BAL1CL,06:00 - 07:00,"5,7","4,3","4,0","2,7","3,5","2,0","7,3","4,3","1,7","5,8","2,0","4,0","4,3",0,"3,0","0,3","2,7","1,0","4,3","2,0","3,7","2,7",0,0,"1,0","1,0","1,0","1,0","0,3","75,5"
BAL1CL,07:00 - 08:00,"3,3","6,3","7,0","3,3","3,5","7,7","2,8","4,2","2,0","3,7","4,3","3,7","2,7","6,3","2,3","2,3","3,0","3,3","11,0","9,7","8,8","4,0","2,0","4,3","1,3",0,"6,0","2,3","1,0","122,1"
BAL1CL,08:00 - 09:00,0,"2,0","2,3","0,7","2,3","1,0","1,0","7,7","3,0",0,"1,3",0,"1,0","1,7","2,3","4,0","1,0","1,3","0,7","1,0","3,0","1,3","1,0","6,3","1,0",0,"2,0","2,0","2,3","53,2"
BAL1CL,09:00 - 10:00,"0,7","4,7","0,3","0,7",0,"2,0","0,7","0,3","1,0",0,0,"1,0",0,"0,3","0,3","3,3",0,"2,0",0,"1,7",0,"3,5","3,7","4,3","0,3","3,7","1,8",0,0,"36,2"
BAL1CL,10:00 - 11:00,0,"5,7","0,7",0,"0,3","2,0","0,7","0,3","0,3",0,0,"2,3",0,0,"0,7","3,0",0,"0,3","0,3","0,3","0,3","9,8","5,0","7,7","3,0","2,0","0,7",0,"0,3","45,7"
BAL1CL,11:00 - 12:00,"0,7","6,0","1,8","0,3","0,7","3,3",0,"1,3","1,3",0,0,0,"0,3",0,"1,3","3,0","0,3","0,3",0,"2,0","0,3","9,5","4,0","3,7","1,7","1,0","0,7",0,"0,7","44,2"
BAL1CL,12:00 - 13:00,0,"4,2",0,"0,3","0,3","2,0","0,3","4,5","2,7","0,3","0,3","1,0","2,2","1,5","5,0","3,7",0,"1,8","0,7","1,3","0,7","1,3","3,0","4,2","0,3","2,0","1,3","3,0","2,2","50,0"
BAL1CL,13:00 - 14:00,"8,3","8,0","1,7","0,3","2,0","4,0","0,7","3,7","2,0","0,7",0,"0,3","1,7","0,7","5,3","3,5","0,3","0,3","1,3","2,3","0,3","4,3","0,3","2,7","4,3","3,0","2,8","1,7","1,7","68,2"
BAL1CL,14:00 - 15:00,"9,3","2,7","0,3","0,3","0,3","0,7","1,3","10,0","1,3","0,3",0,"1,7",0,"0,3","5,3","1,8","0,7","0,7",0,"1,3","0,3","3,7","1,0","1,3","7,7","0,3","2,8","3,0","0,3","58,8"
BAL1CL,15:00 - 16:00,"2,8","8,7","2,0","3,0","0,3","0,3",0,"5,3","2,8","0,7","1,3","1,0","0,3","0,3","5,3","2,3","1,0","1,0","0,3","1,0","1,0","4,3","2,0","2,8","4,7",0,"0,7","0,7","2,0","58,0"
BAL1CL,16:00 - 17:00,"4,2","3,7","0,7","1,3",0,"1,3",0,"12,3","3,7","1,3","0,7",0,"1,0","0,3","7,2","2,0","0,3",0,"1,0",0,"1,3","2,0","1,0","4,3","7,0","2,0",0,"0,3","2,5","61,4"
